% Filename : LM_Channel_5200_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 768
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 10240 
%  Grid (wall-normal)      ny = 1536 
%  Grid (spanwise)         nz = 7680  
%  B-Spline order           n = 7 
%
%  Re_tau              Re_tau = 5185.897 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
%
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
%      u'u'    : Variance of u 
%      v'v'    : Variance of v 
%      w'w'    : Variance of w 
%      u'v'    : Covariance of u and v 
%      u'w'    : Covariance of u and w 
%      v'w'    : Covariance of v and w 
%       k      : Turbulent kinetic energy, k = 0.5*(u'u' + v'v' + w'w')
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
%
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_5200_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P                     u'u'                     v'v'                     w'w'                     u'v'                     u'w'                     v'w'                       k                     Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%-----------------------------------------------------------------------------------------------------------------------------------------------------  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
    3.043096740778629e-01    1.578118670728254e+03    2.351839229454220e+01    1.757704141872090e-03    2.836108434086768e-03   -1.031949776089296e+00    3.160501649804766e+00    1.026956607531844e+00    1.398229281925916e+00   -6.918762942393852e-01    4.263721308734982e-03   -7.125429150050287e-04    2.792843769631263e+00    1.214237781882730e-03    4.195795731643609e-05    4.424394600959050e-07    0.000000000000000e+00   -3.372615508076506e-05    1.229735877789356e-03   -6.823854210859150e-06
    3.057457923738598e-01    1.585566232502801e+03    2.353145698933036e+01    1.750752268162212e-03    2.816521532244276e-03   -1.030323514824873e+00    3.151618359586205e+00    1.025316117715715e+00    1.395284043166025e+00   -6.904457424458671e-01    4.279819144955187e-03   -7.125811914680743e-04    2.786109260233973e+00    1.206796808395298e-03    4.554982525953895e-05    2.341307499674868e-07    0.000000000000000e+00   -3.397961352728238e-05    1.222538270096592e-03   -3.937119219068726e-06
    3.071846683673216e-01    1.593028095412765e+03    2.354449513040498e+01    1.743877836278912e-03    2.796373090357393e-03   -1.028690190265976e+00    3.142746129449911e+00    1.023668237538468e+00    1.392334672887731e+00   -6.890127440615368e-01    4.294207016184517e-03   -7.128338330685762e-04    2.779374519938055e+00    1.199537767360572e-03    4.928626590577229e-05    1.535738463921584e-07    0.000000000000000e+00   -3.403083781042509e-05    1.215395855300328e-03   -4.490859980173234e-07
    3.086262963427846e-01    1.600504229818338e+03    2.355750732143660e+01    1.737141252911383e-03    2.776121921601143e-03   -1.027051416400946e+00    3.133886403914018e+00    1.022013267367354e+00    1.389382053267511e+00   -6.875771463295944e-01    4.306104965949747e-03   -7.130835373161518e-04    2.772640862274442e+00    1.192598237137205e-03    5.139369200056997e-05    1.894375092663549e-07    0.000000000000000e+00   -3.416652734047157e-05    1.208368720081666e-03    1.646119224902850e-06
    3.100706705738538e-01    1.607994606023026e+03    2.357049424011206e+01    1.730495388063283e-03    2.756339568417089e-03   -1.025408059392502e+00    3.125038429531534e+00    1.020351661202828e+00    1.386425796565148e+00   -6.861388044165362e-01    4.316000182358614e-03   -7.131532602045867e-04    2.765907943649755e+00    1.185977217213279e-03    5.240714169322093e-05    2.047690377263535e-07    0.000000000000000e+00   -3.459660284445410e-05    1.201410122111830e-03    2.582402987941950e-06
    3.115177853232258e-01    1.615499194273762e+03    2.358345597121071e+01    1.723850375434752e-03    2.737930156897236e-03   -1.023760256389959e+00    3.116201501040123e+00    1.018683745517317e+00    1.383464180151948e+00   -6.846978270947917e-01    4.324358868792014e-03   -7.129629555432305e-04    2.759174713354694e+00    1.179654356618149e-03    5.209044901066520e-05    1.834308587750648e-07    0.000000000000000e+00   -3.505419064634145e-05    1.194499555866063e-03    2.374489975184640e-06
    3.129676348427110e-01    1.623017964761028e+03    2.359639210600654e+01    1.717168494676415e-03    2.721592854798467e-03   -1.022106993848882e+00    3.107375337535638e+00    1.017009552411777e+00    1.380494436284764e+00   -6.832544230244970e-01    4.332009570826125e-03   -7.124252424932965e-04    2.752439663116089e+00    1.173474762982922e-03    5.285405304988085e-05    7.892532938379972e-08    0.000000000000000e+00   -3.535063693778145e-05    1.187604334283677e-03    3.452770140728459e-06
    3.144202133732570e-01    1.630550887618969e+03    2.360930208185075e+01    1.710440303174514e-03    2.707367746878575e-03   -1.020445778753230e+00    3.098559537476167e+00    1.015328806420074e+00    1.377515793388176e+00   -6.818084742076125e-01    4.340530823831824e-03   -7.118970597285411e-04    2.745702068642208e+00    1.167254308425068e-03    5.505358782532223e-05    1.266044017414585e-07    0.000000000000000e+00   -3.562840067928530e-05    1.180791957365000e-03    6.014142607846471e-06
    3.158755151449715e-01    1.638097932925517e+03    2.362218536764748e+01    1.703687658720408e-03    2.694819858000168e-03   -1.018774409832024e+00    3.089754819027193e+00    1.013641038436672e+00    1.374529383780955e+00   -6.803599059854724e-01    4.351448775733300e-03   -7.117954913152040e-04    2.738962620622410e+00    1.160920320631204e-03    5.717491949929831e-05    2.297963900993954e-07    0.000000000000000e+00   -3.582381010312171e-05    1.174039931620133e-03    8.461294797347096e-06
    3.173335343771446e-01    1.645659070702506e+03    2.363504161575146e+01    1.696923129792879e-03    2.683371379407137e-03   -1.017092645634487e+00    3.080961937891675e+00    1.011945854328273e+00    1.371536743570563e+00   -6.789086199255011e-01    4.365938160943598e-03   -7.119783023804812e-04    2.732222267895255e+00    1.154467012981085e-03    5.841848764123179e-05    2.330669775667613e-07    0.000000000000000e+00   -3.569884081453529e-05    1.167319606896902e-03    1.010011988844648e-05
    3.187942652782727e-01    1.653234270915793e+03    2.364787045837508e+01    1.690140368328477e-03    2.672388012798785e-03   -1.015401563858247e+00    3.072181191771314e+00    1.010243245192791e+00    1.368540353799513e+00   -6.774546494930503e-01    4.384199319399785e-03   -7.121613389982808e-04    2.725482395381809e+00    1.148060675482139e-03    5.833652758401392e-05    1.951672633971769e-07    0.000000000000000e+00   -3.533243841936046e-05    1.160663942331685e-03    1.059598957850504e-05
    3.202577020460805e-01    1.660823503475375e+03    2.366067152553019e+01    1.683337221925548e-03    2.660995862916417e-03   -1.013701456826216e+00    3.063411630673697e+00    1.008533668042253e+00    1.365542314262737e+00   -6.759980642281457e-01    4.406357389772826e-03   -7.121713982978847e-04    2.718743806489344e+00    1.141621014315459e-03    5.816029077142592e-05    1.749980461014669e-07    0.000000000000000e+00   -3.495961201263766e-05    1.154045224103232e-03    1.095146701711675e-05
    3.217238388675447e-01    1.668426738235513e+03    2.367344431916844e+01    1.676490907457558e-03    2.648207700406014e-03   -1.011991978483606e+00    3.054653078361234e+00    1.006817959226864e+00    1.362542205687211e+00   -6.745388408434432e-01    4.432950643893342e-03   -7.122224190682705e-04    2.712006621637655e+00    1.134743542185785e-03    5.845728112199012e-05    2.194631594325367e-07    0.000000000000000e+00   -3.475929122452990e-05    1.147420042345428e-03    1.124095289724942e-05
    3.231926699189172e-01    1.676043944994845e+03    2.368618845946495e+01    1.669668698752239e-03    2.633439565407529e-03   -1.010274228912259e+00    3.045906736384357e+00    1.005097098891117e+00    1.359539678834157e+00   -6.730768836835648e-01    4.463940815034040e-03   -7.126356622557925e-04    2.705271757054815e+00    1.127466307845011e-03    5.874717099948746e-05    2.392074841780826e-07    0.000000000000000e+00   -3.467233559895226e-05    1.140771543851838e-03    1.100880687788619e-05
    3.246641893657474e-01    1.683675093496514e+03    2.369890410491875e+01    1.662900858913126e-03    2.616717687958755e-03   -1.008550416835218e+00    3.037173352494262e+00    1.003371884867097e+00    1.356535657174164e+00   -6.716122061161121e-01    4.498540155409221e-03   -7.132254012443039e-04    2.698540447267761e+00    1.120160553575560e-03    5.948051951887287e-05    1.481681442565838e-07    0.000000000000000e+00   -3.452034137148041e-05    1.134136291008788e-03    1.113260885842143e-05
    3.261383913629063e-01    1.691320153428280e+03    2.371159123242783e+01    1.656142468608889e-03    2.598006167594910e-03   -1.006821549089085e+00    3.028454243937593e+00    1.001642976113063e+00    1.353529758240860e+00   -6.701450861549563e-01    4.535965911758618e-03   -7.138994082064540e-04    2.691813489145758e+00    1.112916936434290e-03    6.038405673793068e-05    1.444438610399442e-07    0.000000000000000e+00   -3.434020709807087e-05    1.127567396752398e-03    1.153783318279126e-05
    3.276152700546094e-01    1.698979094422647e+03    2.372424970749871e+01    1.649406820099435e-03    2.577147454605050e-03   -1.005087755544661e+00    3.019748633138202e+00    9.999109570448782e-01    1.350520687479655e+00   -6.686755759603222e-01    4.576102338562975e-03   -7.147873910323568e-04    2.685090138831367e+00    1.105629875717831e-03    6.142820776119245e-05    2.018892070062657e-07    0.000000000000000e+00   -3.436399662758690e-05    1.121029033963735e-03    1.186694209470772e-05
    3.290948195744399e-01    1.706651886056980e+03    2.373687953770747e+01    1.642711565391683e-03    2.554472211780459e-03   -1.003350000338088e+00    3.011053987067314e+00    9.981762355409901e-01    1.347508414354668e+00   -6.672034616233246e-01    4.618128194604982e-03   -7.157001679793567e-04    2.678369318481486e+00    1.098322795921131e-03    6.339831593924415e-05    2.188490801793560e-07    0.000000000000000e+00   -3.459029274006363e-05    1.114497288052033e-03    1.285238014845790e-05
    3.305770340453716e-01    1.714338497853628e+03    2.374948085260225e+01    1.636068237719456e-03    2.530526060896971e-03   -1.001610137066711e+00    3.002367198384262e+00    9.964389268353565e-01    1.344494444784814e+00   -6.657284462625542e-01    4.661708692018281e-03   -7.162685205234532e-04    2.671650285002216e+00    1.091036342952084e-03    6.453791160438484e-05    3.443540245173705e-07    0.000000000000000e+00   -3.492317761549085e-05    1.108023634289945e-03    1.297179667555048e-05
    3.320619075797931e-01    1.722038899280043e+03    2.376205376604047e+01    1.629459611117361e-03    2.505865681441563e-03   -9.998699720651441e-01    2.993687251027068e+00    9.946990967305858e-01    1.341481156830557e+00   -6.642505391246901e-01    4.707137524209641e-03   -7.165198598414695e-04    2.664933752294106e+00    1.083703021619696e-03    6.486692263372582e-05    4.000829438617117e-07    0.000000000000000e+00   -3.521081051970518e-05    1.101616727561097e-03    1.214248911648118e-05
    3.335494342795307e-01    1.729753059748901e+03    2.377459830436624e+01    1.622892590660186e-03    2.481030040359970e-03   -9.981306642209794e-01    2.985014925808086e+00    9.929569516062051e-01    1.338470619432537e+00   -6.627699893086172e-01    4.754886410855462e-03   -7.168417992384678e-04    2.658221248423414e+00    1.076564756185790e-03    6.533084638273072e-05    4.036694791092907e-07    0.000000000000000e+00   -3.532220958003439e-05    1.095309545774253e-03    1.166751669334255e-05
    3.350396082358715e-01    1.737480948618227e+03    2.378711464557802e+01    1.616384241188751e-03    2.456009530530928e-03   -9.963924506878941e-01    2.976350099471528e+00    9.912126005683347e-01    1.335464044316020e+00   -6.612869397105713e-01    4.806313432356760e-03   -7.174408574828042e-04    2.651513372177941e+00    1.069883141906124e-03    6.558878712750090e-05    3.173090278959327e-07    0.000000000000000e+00   -3.553662237286827e-05    1.089073845389085e-03    1.117877029956733e-05
    3.365324235295878e-01    1.745222535191513e+03    2.379960303752570e+01    1.609943950684549e-03    2.430396218965137e-03   -9.946544181779648e-01    2.967690531625989e+00    9.894658439789715e-01    1.332461533305900e+00   -6.598014052680802e-01    4.862464154774145e-03   -7.182251795552350e-04    2.644808954455430e+00    1.063447652118883e-03    6.629223944410416e-05    2.255147520997212e-07    0.000000000000000e+00   -3.622371558771880e-05    1.082898403250169e-03    1.084328747719891e-05
    3.380278742309595e-01    1.752977788717842e+03    2.381206381242641e+01    1.603573373199846e-03    2.404130892004271e-03   -9.929133560897997e-01    2.959033938369988e+00    9.877162333306666e-01    1.329462303333385e+00   -6.583130407781718e-01    4.922753570531180e-03   -7.189909420242955e-04    2.638106237517020e+00    1.056909440094024e-03    6.733411150986520e-05    3.249215503622961e-07    0.000000000000000e+00   -3.742828991578134e-05    1.076766458042366e-03    1.037372519610471e-05
    3.395259543997986e-01    1.760746678392009e+03    2.382449725126984e+01    1.597269384636278e-03    2.377416317737234e-03   -9.911655662351906e-01    2.950379774258713e+00    9.859633419712091e-01    1.326466527521008e+00   -6.568219048447176e-01    4.985669227051188e-03   -7.197698629009627e-04    2.631404821875465e+00    1.050162776940425e-03    6.879695030285360e-05    3.464666836604954e-07    0.000000000000000e+00   -3.868443643488731e-05    1.070616541212515e-03    1.000521627953703e-05
    3.410266580854723e-01    1.768529173354645e+03    2.383690371601586e+01    1.591042550784622e-03    2.350383214399673e-03   -9.894101093750065e-01    2.941728003539929e+00    9.842067613458013e-01    1.323475763770757e+00   -6.553280834327132e-01    5.049550232162523e-03   -7.206209185794211e-04    2.624705264328243e+00    1.043463133153739e-03    6.994946040489583e-05    2.054261097490083e-07    0.000000000000000e+00   -3.969681226280048e-05    1.064482930423371e-03    9.438276982212841e-06
    3.425299793269265e-01    1.776325242692337e+03    2.384928339432972e+01    1.584833773900694e-03    2.322820993875166e-03   -9.876479099633513e-01    2.933079174607908e+00    9.824462153964136e-01    1.320490335262173e+00   -6.538315496107094e-01    5.114721219953923e-03   -7.215415485266677e-04    2.618007862633247e+00    1.037029169616973e-03    7.032102207181509e-05    1.125892815117732e-07    0.000000000000000e+00   -4.050071625247407e-05    1.058399015583196e-03    8.563049134629585e-06
    3.440359121527102e-01    1.784134855437753e+03    2.386163608691042e+01    1.578633401486862e-03    2.294811151811753e-03   -9.858793569784347e-01    2.924436323351758e+00    9.806815307317807e-01    1.317508564427838e+00   -6.523323206303585e-01    5.182369570041059e-03   -7.221742640104967e-04    2.611313209255688e+00    1.030662613417842e-03    7.100101880640410e-05    9.105497122303785e-08    0.000000000000000e+00   -4.117668357402428e-05    1.052377767488787e-03    8.200236132658873e-06
    3.455444505809984e-01    1.791957980569763e+03    2.387396185650381e+01    1.572489888562318e-03    2.266783095688392e-03   -9.841046472606485e-01    2.915804154124554e+00    9.789126431020192e-01    1.314528686258384e+00   -6.508301617459530e-01    5.253257603363027e-03   -7.226117550773306e-04    2.604622741742478e+00    1.024075692187685e-03    7.170040115011473e-05    2.075160926545919e-07    0.000000000000000e+00   -4.167344221863619e-05    1.046429368207345e-03    7.880799004473735e-06
    3.470555886196161e-01    1.799794587013567e+03    2.388626093025119e+01    1.566394919457391e-03    2.238962603988823e-03   -9.823253574150784e-01    2.907185890204426e+00    9.771396349692366e-01    1.311550242412810e+00   -6.493252419431483e-01    5.328269622633360e-03   -7.232944237088793e-04    2.597937883793236e+00    1.017382533988212e-03    7.221623618260341e-05    2.657810139144867e-07    0.000000000000000e+00   -4.179680930425624e-05    1.040499807226772e-03    7.567934653701430e-06
    3.485693202660624e-01    1.807644643640810e+03    2.389853335411295e+01    1.560318201900162e-03    2.211823908513247e-03   -9.805450143921066e-01    2.898581425046659e+00    9.753627650788212e-01    1.308573916113932e+00   -6.478178245511882e-01    5.407328001798685e-03   -7.240019578401661e-04    2.591259053119706e+00    1.010852954601487e-03    7.199806842268051e-05    2.624566840446122e-07    0.000000000000000e+00   -4.118722161719283e-05    1.034569138006881e-03    7.357120084138967e-06
    3.500856395075340e-01    1.815508119269713e+03    2.391077906375643e+01    1.554271873573072e-03    2.186041629662426e-03   -9.787673849644849e-01    2.889989113242668e+00    9.735824028792156e-01    1.305600460145043e+00   -6.463078497479265e-01    5.490077046787819e-03   -7.247877763379186e-04    2.584585988133464e+00    1.004537851653952e-03    7.076313293363581e-05    3.519788612667135e-07    0.000000000000000e+00   -3.994451424980533e-05    1.028711866998416e-03    6.996582200633188e-06
    3.516045403209496e-01    1.823384982665197e+03    2.392299823113814e+01    1.548286177725954e-03    2.162047115462586e-03   -9.769941535621078e-01    2.881407641355319e+00    9.717989477230361e-01    1.302629765398578e+00   -6.447951440846442e-01    5.575364459039353e-03   -7.257463286094441e-04    2.577918177238467e+00    9.984250335664518e-04    6.918909174940494e-05    4.415734051251970e-07    0.000000000000000e+00   -3.862949103052487e-05    1.022921093104601e-03    6.505114585856394e-06
    3.531260166729731e-01    1.831275202539000e+03    2.393519109740562e+01    1.542350264186469e-03    2.139810270450778e-03   -9.752244731940826e-01    2.872837088129887e+00    9.700128500807471e-01    1.299661172226360e+00   -6.432797838497230e-01    5.662015783073655e-03   -7.268628763736634e-04    2.571255555218497e+00    9.924596987432629e-04    6.799395205518513e-05    4.607082679568461e-07    0.000000000000000e+00   -3.735043833562374e-05    1.017192394461780e-03    6.371526269001492e-06
    3.546500625200377e-01    1.839178747549808e+03    2.394735780439090e+01    1.536455768258822e-03    2.119271518795912e-03   -9.734565696108866e-01    2.864279431340603e+00    9.682244902452013e-01    1.296694697955590e+00   -6.417617401757556e-01    5.749610073431536e-03   -7.279799641998823e-04    2.564599309770697e+00    9.865277425757514e-04    6.738988422728821e-05    3.994907046663106e-07    0.000000000000000e+00   -3.621347740021431e-05    1.011506994114370e-03    6.596645993121831e-06
    3.561766718083708e-01    1.847095586303377e+03    2.395949849000587e+01    1.530610731253530e-03    2.100445966966716e-03   -9.716893017766364e-01    2.855737041394089e+00    9.664340404086933e-01    1.293730592654755e+00   -6.402410488609205e-01    5.838276049463215e-03   -7.290062165705209e-04    2.557950837228768e+00    9.805830483458236e-04    6.703682474650366e-05    2.424837303805244e-07    0.000000000000000e+00   -3.552952160799817e-05    1.005849373034037e-03    6.483462180672910e-06
    3.577058384740168e-01    1.855025687352658e+03    2.397161352033823e+01    1.524867064129331e-03    2.082943481722913e-03   -9.699218646165066e-01    2.847210234824682e+00    9.646415841543050e-01    1.290766628383232e+00   -6.387176682089026e-01    5.929177418012907e-03   -7.301797098159951e-04    2.551309223681110e+00    9.747724848551247e-04    6.678081538172681e-05   -2.690675639077560e-08    0.000000000000000e+00   -3.537089940096861e-05    1.000226976279626e-03    5.928517799866665e-06
    3.592375564428619e-01    1.862969019197922e+03    2.398370365275133e+01    1.519249124217772e-03    2.065610363616244e-03   -9.681534320199211e-01    2.838696464971195e+00    9.628471912803552e-01    1.287799238002818e+00   -6.371916252901932e-01    6.023195083154160e-03   -7.316565426401933e-04    2.544671447127184e+00    9.690940193837526e-04    6.652881421773425e-05   -1.008793026586601e-07    0.000000000000000e+00   -3.535438306253862e-05    9.946461510366034e-04    5.521420199686329e-06
    3.607718196306582e-01    1.870925550286883e+03    2.399576958677773e+01    1.513729734486980e-03    2.047156402899764e-03   -9.663836506700395e-01    2.830193184227652e+00    9.610507445856558e-01    1.284826019196865e+00   -6.356629871024710e-01    6.120333048932229e-03   -7.334384157269702e-04    2.538034974005086e+00    9.631397511515400e-04    6.529243141665816e-05    8.268452528659712e-08    0.000000000000000e+00   -3.493327338379923e-05    9.890918027054513e-04    4.489791004234000e-06
    3.623086219430476e-01    1.878895249014829e+03    2.400781176891659e+01    1.508271871508565e-03    2.026508279676558e-03   -9.646122016925801e-01    2.821699882264706e+00    9.592520220210820e-01    1.281847145715606e+00   -6.341317270232409e-01    6.219821290666926e-03   -7.355806020136091e-04    2.531399525000697e+00    9.569363486162751e-04    6.370378927368601e-05    2.216186516212452e-07    0.000000000000000e+00   -3.423055493297924e-05    9.835539890626131e-04    3.077212545989473e-06
    3.638479572755863e-01    1.886878083724742e+03    2.401983051086163e+01    1.502895256199593e-03    2.003013851930674e-03   -9.628380725024168e-01    2.813217674014902e+00    9.574508593005920e-01    1.278864232515500e+00   -6.325979071686176e-01    6.320529630192264e-03   -7.379824897365923e-04    2.524766382915498e+00    9.510698674778105e-04    6.336488423995097e-05    2.136581284159176e-07    0.000000000000000e+00   -3.363097570124688e-05    9.780713277882771e-04    2.946106356653934e-06
    3.653898195137687e-01    1.894874022707425e+03    2.403182646175384e+01    1.497634569477446e-03    1.976925836736781e-03   -9.610596570018005e-01    2.804747510911416e+00    9.556468985845757e-01    1.275879670465047e+00   -6.310613924278629e-01    6.421922872964995e-03   -7.403546409004152e-04    2.518137039980520e+00    9.456565384697292e-04    6.268714999904692e-05    2.755768341777181e-07    0.000000000000000e+00   -3.325205077476564e-05    9.726293476414369e-04    2.737866886751345e-06
    3.669342025330522e-01    1.902883034201628e+03    2.404380027778091e+01    1.492465844014610e-03    1.949100373191250e-03   -9.592753478720841e-01    2.796292141386334e+00    9.538396173422145e-01    1.272894877157172e+00   -6.295223450284586e-01    6.524550235859439e-03   -7.425201487000680e-04    2.511513317942860e+00    9.404178961250907e-04    6.124761030439264e-05    3.334117286772392e-07    0.000000000000000e+00   -3.303555919186994e-05    9.671980729881163e-04    1.765285978174011e-06
    3.684811001988810e-01    1.910905086394178e+03    2.405575236681042e+01    1.487345306910623e-03    1.920543767439069e-03   -9.574856558561123e-01    2.787855020525809e+00    9.520287755460818e-01    1.269908663653443e+00   -6.279806648775644e-01    6.629090749504136e-03   -7.445587871746347e-04    2.504896229862667e+00    9.351393984347845e-04    6.003400989073443e-05    4.001166911810203e-07    0.000000000000000e+00   -3.300916909594507e-05    9.618248298243834e-04    7.395260963711462e-07
    3.700305063667109e-01    1.918940147420099e+03    2.406768260563314e+01    1.482190181678451e-03    1.891972907341851e-03   -9.556919281498972e-01    2.779437598340881e+00    9.502145788303465e-01    1.266919487784697e+00   -6.264363287053534e-01    6.735406596029945e-03   -7.465452905191813e-04    2.498285832477962e+00    9.297150842102375e-04    5.919408537419957e-05    3.297638440314034e-07    0.000000000000000e+00   -3.325849550437821e-05    9.564930293873535e-04   -5.125914632631706e-07
    3.715824148820330e-01    1.926988185362742e+03    2.407959035728918e+01    1.476970066376976e-03    1.864102872110686e-03   -9.538951945429063e-01    2.771040063506917e+00    9.483974087884548e-01    1.263927379156925e+00   -6.248892406450607e-01    6.842432135583030e-03   -7.483665231848876e-04    2.491682425726149e+00    9.241596343359327e-04    5.930392972987878e-05    2.848388110465931e-07    0.000000000000000e+00   -3.357436878526057e-05    9.511921466569582e-04   -1.018112565361420e-06
    3.731368195803992e-01    1.935049168253913e+03    2.409147491489496e+01    1.471680444357893e-03    1.837685281153791e-03   -9.520958291541403e-01    2.762664137694708e+00    9.465775179167889e-01    1.260932991345226e+00   -6.233393074783585e-01    6.949034979049370e-03   -7.499805750695615e-04    2.485087323478361e+00    9.185076095350751e-04    5.982322799014163e-05    3.802827382306876e-07    0.000000000000000e+00   -3.365877875823770e-05    9.458932541179728e-04   -8.409126127631363e-07
    3.746937142874459e-01    1.943123064073997e+03    2.410333554417046e+01    1.466337904008900e-03    1.813628395559243e-03   -9.502946326687833e-01    2.754311213308993e+00    9.447552528753407e-01    1.257935292154684e+00   -6.217869407070868e-01    7.053751653694111e-03   -7.514029908937726e-04    2.478500879169509e+00    9.128866912807103e-04    6.053811642169077e-05    3.725851759307739e-07    0.000000000000000e+00   -3.328181302447222e-05    9.406006398836565e-04   -8.506002979703428e-08
    3.762530928189188e-01    1.951209840752088e+03    2.411517199818524e+01    1.461038931194367e-03    1.792582591238642e-03   -9.484925587195344e-01    2.745979872167683e+00    9.429310493637397e-01    1.254933763654183e+00   -6.202321197975245e-01    7.157261005596637e-03   -7.528152072371973e-04    2.471922342592803e+00    9.072735458023122e-04    6.111979980164442e-05    4.140422757600678e-07    0.000000000000000e+00   -3.291499328638534e-05    9.353917748500418e-04    5.006197432895227e-07
    3.778149489806975e-01    1.959309466166113e+03    2.412698475355624e+01    1.455845693404402e-03    1.774440620425982e-03   -9.466887922654670e-01    2.737666790357207e+00    9.411052885546147e-01    1.251929138335842e+00   -6.186747260777524e-01    7.260864484168590e-03   -7.545518916625328e-04    2.465350608623832e+00    9.015525958607255e-04    6.069297431708243e-05    4.014052256157587e-07    0.000000000000000e+00   -3.305990881472029e-05    9.302033462818690e-04   -6.162796931657045e-07
    3.793792765688195e-01    1.967421908142963e+03    2.413877453466076e+01    1.450768023243027e-03    1.758704711184606e-03   -9.448817264239664e-01    2.729370026672625e+00    9.392781929923644e-01    1.248921131645044e+00   -6.171148539571177e-01    7.364985126491037e-03   -7.566062489852909e-04    2.458784675655017e+00    8.958113860398082e-04    5.911097152519271e-05    3.851884940856272e-07    0.000000000000000e+00   -3.350530588635177e-05    9.250299524609009e-04   -3.227712288166019e-06
    3.809460693695063e-01    1.975547134458620e+03    2.415054211565181e+01    1.445805281209383e-03    1.744496769199145e-03   -9.430696571040699e-01    2.721088619422376e+00    9.374497368666621e-01    1.245909761565260e+00   -6.155522495671715e-01    7.470379502635508e-03   -7.588639169561803e-04    2.452224058927149e+00    8.902068590009480e-04    5.766455548704907e-05    3.399831095185812e-07    0.000000000000000e+00   -3.408186399821447e-05    9.199179460675466e-04   -5.788412468245600e-06
    3.825153211591863e-01    1.983685112838282e+03    2.416228815196752e+01    1.440929003692550e-03    1.731146491991586e-03   -9.412509162932868e-01    2.712821976527363e+00    9.356196397200712e-01    1.242896489932317e+00   -6.139867810759392e-01    7.577567449052310e-03   -7.612282785508903e-04    2.445669053089876e+00    8.847831158058236e-04    5.786982299825190e-05    1.874062228253803e-07    0.000000000000000e+00   -3.467366190984499e-05    9.148304591850768e-04   -6.663776068020896e-06
    3.840870257045209e-01    1.991835810956497e+03    2.417401310731192e+01    1.436129732628169e-03    1.718705136529813e-03   -9.394251584047745e-01    2.704571160060003e+00    9.337877338123974e-01    1.239880579002870e+00   -6.124186772984415e-01    7.686321878303220e-03   -7.635717320363743e-04    2.439119736437635e+00    8.794602780874009e-04    5.874601111614754e-05    7.289160822817508e-08    0.000000000000000e+00   -3.512529780357592e-05    9.097449523857149e-04   -6.591069377514169e-06
    3.856611767624284e-01    1.999999196437285e+03    2.418571748674974e+01    1.431414050400168e-03    1.707193072918657e-03   -9.375933143187394e-01    2.696337248363734e+00    9.319540357085924e-01    1.236859575044123e+00   -6.108479701536569e-01    7.796522091548759e-03   -7.657723421755000e-04    2.432575429558224e+00    8.743198139736910e-04    5.952853527842261e-05    4.035880587848098e-08    0.000000000000000e+00   -3.535338470968804e-05    9.046870355797475e-04   -6.151712231443449e-06
